idx,words,lid
4425,"['""' 'Ché' 'pará' ',' '¿' 'me' 'ponés' 'un' 'café' '?' 'Que' 'esté' 're'
 'bueno' ',' 'nada' 'de' 'boludeces' '.' 'Gracias' 'chabón' '.' '""' '-'
 'yo' 'pidiendo' 'en' 'un' 'bar' 'cuando' 'llegue' 'a' 'Madrid' '.']","['other' 'lang2' 'lang2' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'other' 'other' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'other']"
4426,"['Voy' 'a' 'volver' 'a' 'España' 'hablando' 'en' 'argentino' 'y' 'ME'
 'GUSTA' '.']","['lang2' 'lang2' 'lang2' 'lang2' 'ne' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other']"
4427,['@Rubiu5' '@kion15' 'JODA' 'JODA' 'JODA' 'QUILOMBO' 'JODA'],['other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
4428,"['@Rubiu5' 'cambio' 'gatos' 'por' 'gata' 'y' 'doritos' 'por' 'café' 'y'
 'same' 'here']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1' 'lang1']"
4429,"['Con' 'los' 'saltos' 'que' 'he' 'dado' 'estas' 'dos' 'semanas' ',' 'mi'
 'tobillo' 'me' 'odia' 'ahora' 'mismo' '.' 'Gracias' 'Chile' ',' 'gracias'
 'Argentina' '.' 'Habéis' 'sido' 'increíbles' '.']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'ne' 'other' 'lang2' 'ne' 'other' 'lang2' 'lang2' 'lang2' 'other']"
4430,"['El' 'vlog' 'de' 'hoy' ':' 'EL' 'HOTEL' 'DEL' 'TERROR'
 'http://t.co/3IAiMXpwX8']","['lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'other']"
4431,"['El' 'vlog' 'estará' 'subido' 'en' 'media' 'horita' 'aprox' '.'
 'DISCULPEN' 'LAS' 'MOLESTIAS' ',' '¿' 'VALE' '?' 'DISCULPEN' '.'
 'HOSTIAS' '.']","['lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang2' 'other' 'lang2' 'other'
 'lang2' 'other']"
4432,"['El' 'vlog' 'de' 'hoy' ':' 'ME' 'QUIEREN' 'MATAR' '!!'
 'http://t.co/2D9o4atgFa']","['lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other'
 'other']"
4433,"['@AbiPower' 'tiene' 'un' 'mensaje' 'para' 'ti' ':'
 'http://t.co/j3NVhznC55']",['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']
4434,['@AbiPower' 'está' 'aquí' 'conmigo' 'en' 'Argentina'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'ne']
4435,['@RoEnLaRed' 'hostia' 'qué' 'fuerte' '😂'],['other' 'lang2' 'lang2' 'lang2' 'other']
4436,"['El' 'vlog' 'de' 'hoy' ':' 'MUERTE' 'POR' 'MILANESA'
 'http://t.co/qVmYVncVRB']",['lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other']
4437,['@aloneintherest' 'salúdala' '!!'],['other' 'lang2' 'other']
4438,['@AnnaGorse_' 'PERO' 'TÍA' 'CÁLLATE'],['other' 'lang2' 'lang2' 'lang2']
4439,['REZARPADO'],['lang2']
4440,['@MELOS4URUS' 'JAJAJAJAJA' 'TE' 'AMO'],['other' 'lang2' 'lang2' 'lang2']
4441,['SOS' 'LA' 'COCA' 'DE' 'MI' 'FERNET'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne']
4442,"['Acabamos' 'de' 'salir' 'a' 'la' 'puerta' 'del' 'hotel' 'y' 'me' 'han'
 'regalado' 'esta' 'genialidad' '.' '😍' 'http://t.co/kpb4Ian779']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other']"
4443,['La' 'familia' 'Fernet' '.' '😍' 'http://t.co/mgxXJbpKXQ'],['lang2' 'lang2' 'ne' 'other' 'other' 'other']
4444,"['En' 'el' 'vlog' 'de' 'hoy' ':' 'EL' 'COCHE' 'VA' 'A' 'EXPLOTAR' '!!'
 'http://t.co/2EaygzYogx']","['lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'other']"
4445,"['@Desahogada' 'la' 'mayoría' 'me' 'parecen' 'muy' 'pedantes' ',' 'con'
 'lo' 'cual' ',' 'la' 'única' 'crítica' 'que' 'me' 'vale' 'a' 'mí' 'es'
 'si' 'me' 'gusta' 'o' 'no' ',' 'fin' 'xD']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'other']"
4446,['@ChanelWalmartYT' 'por' 'dio' 'xD'],['other' 'lang2' 'lang2' 'other']
4447,['@marta_caparros' 'ay' '..' '.' '😍😍😍😍'],['other' 'lang2' 'other' 'other' 'other']
4448,['Oye' '@kion15' 'http://t.co/bf0fTx1VYZ'],['lang2' 'other' 'other']
4449,['@coolstoryboy' '😍😍😍😍😍'],['other' 'other']
4450,"['El' 'vlog' 'de' 'hoy' ':' 'AQUÍ' 'NO' 'PODEMOS' 'ESTAR'
 'http://t.co/fiI9N6fwqW']","['lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'other']"
4451,['@ZeusSantorini' 'ay' 'pero' 'qué' 'cosica' 'por' 'favor'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
4452,"['El' 'vlog' 'de' 'hoy' ':' 'LLEGADA' 'A' 'ARGENTINA'
 'http://t.co/GpJBf3yVoP']",['lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'ne' 'other']
4453,['@kion15' 'POR' 'DIO' 'ACABAS' 'DE' 'LLEGAR' 'RELAJA'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
4454,"['@AidaDomenech' '@mario_marzo' '@HolaJulen' '@OMGlobalNews'
 '@AndreaComptonn' 'EH' 'QUÉ' 'HACÉIS' 'SIENDO' 'AMIGOS' 'SIN' 'MÍ']","['other' 'other' 'other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2']"
4455,"['El' 'vlog' 'de' 'hoy' ':' 'ÚLTIMO' 'SHOW' 'EN' 'CHILE'
 'http://t.co/UftA8F0jkk']","['lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang1' 'lang2' 'ne'
 'other']"
4456,['@GymeWayneMB' 'no' 'lo' 'descarto' '..' '.'],['other' 'lang2' 'lang2' 'lang2' 'other' 'other']
4457,['@Rubiu5ftRogel' 'todo' 'bien' 'piolaaa' '!' '😂'],['other' 'lang2' 'lang2' 'lang2' 'other' 'other']
4458,"['@Rubiu5ftRogel' 'no' 'te' 'lo' 'tienes' 'que' 'tomar' 'así' '!' 'Te'
 'mando' 'un' 'abrazo' 'fuerte' '😊']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
4459,"['@PriLacunza' 'de' 'momento' 'genial' '!' 'Echaba' 'de' 'menos' 'estar'
 'aquí' '..' '.' 'Me' 'encanta' 'Argentina' '😍']","['other' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'other' 'lang2' 'lang2' 'ne' 'other']"
4460,['@LuzuVlogs' '@kion15' 'kion' 'ven' 'pronto' 'te' 'necesitamos' '😂'],['other' 'other' 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
4461,['En' 'mi' 'mente' 'sólo' 'retumba' 'una' 'palabra' ':' 'FERNESITO' '.'],"['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'other']"
4462,['@MelVeiga93' 'por' 'qué' 'piensas' 'eso' '?' '😂'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']
4463,['@MrsAnaZafra' 'mierda' 'me' 'has' 'pillao'],['other' 'lang2' 'lang2' 'lang1' 'lang2']
4464,['OH' 'YEAH' '😎🇦🇷' 'http://t.co/RiYLo55p6O'],['lang1' 'lang1' 'other' 'other']
4465,['@EzeeAngelani' 'BIEEEEN' '!!' '!'],['other' 'lang2' 'other' 'other']
4466,['@Kair_Kazuki' '😍😍😍😍'],['other' 'other']
4467,"['Ya' 'está' 'de' 'nuevo' 'público' 'el' 'vlog' '😏😏😏'
 'http://t.co/Ll1WxDjKq7']",['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'other']
4468,"['Que' 'sepáis' 'que' '@rushsmith' 'me' 'ha' 'traicionado' '..' '.' '""'
 'Vente' 'a' 'mi' 'cuarto' '""' 'me' 'dice' '.' 'Yo' ',' 'confiada' ','
 'voy' ',' 'pico' 'a' 'la' 'puerta' 'Y' 'NO' 'ESTÁ' '.' 'BRAVO' 'RASH'
 'BRAVO' '.']","['lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other' 'other'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'other'
 'lang2' 'other' 'lang2' 'other' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'ne' 'lang2' 'other']"
4469,['@RubiusFtG4T0' 'veniiiii'],['other' 'lang2']
4470,"['Acabo' 'de' 'salir' 'a' 'la' 'puerta' 'del' 'hotel' 'y' 'creo' 'que'
 'me' 'he' 'quedado' 'sorda' 'de' 'un' 'oído' '!' 'DIOOOOOS' 'EL' 'FAN'
 'ARGENTINO' 'LA' 'PASIÓN' 'EL' 'AMOOOORRRRR' 'AAAAAHHH' '!']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other']"
4471,"['TREMENDAMENTE' 'FELIZ' 'DE' 'ESTAR' 'DE' 'VUELTA' 'EN' 'ARGENTINA' '!!'
 'AAAAAAAAH' '!!' '!!' 'http://t.co/MkB18Z8eHZ']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'other'
 'lang2' 'other' 'other' 'other']"
4472,['@KevinLoQueSeaa' 'uy' 'kevin' 'qué' 'guapo' 'estás'],['other' 'lang2' 'ne' 'lang2' 'lang2' 'lang2']
4473,['@Srcheeto' 'calla' 'chito'],['other' 'lang2' 'lang2']
4474,"['Ya' 'hay' 'mucha' 'gente' 'delante' 'del' 'hotel' '..' '.' 'SI' 'ME'
 'TRAÉIS' 'FERNET' 'A' 'MÍ' 'Y' 'UNA' 'BANDERA' 'DE' 'ARGENTINA' 'PARA'
 '@ElvisaYM' 'OS' 'AMAREMOS' 'PARA' 'SIEMPRE']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other'
 'lang2' 'lang2' 'lang2' 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'ne' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2']"
4475,"['Por' 'problemas' 'técnicos' 'he' 'tenido' 'que' 'resubir' 'el' 'vlog'
 'de' 'hoy' '.' 'En' 'nada' 'lo' 'volvéis' 'a' 'tener' 'en' 'el' 'canal'
 '.' 'PERDÓN' 'POR' 'DIO' 'PERDONADME' '.']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
4476,"['En' 'el' 'vlog' 'de' 'hoy' 'podréis' 'ver' 'lo' 'que' 'pasó' 'en' 'el'
 'backstage' 'durante' 'el' 'primer' 'día' 'de' 'show' '..' '.'
 'http://t.co/65PlLujUCc']","['lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang1' 'other' 'other' 'other']"
4477,"['Nos' 'vamos' 'de' 'Chile' '..' '.' '¡' 'Pero' 'en' 'nada' 'llegamos' 'a'
 'Argentina' '!' 'http://t.co/KjKcFB2Bqq']","['lang2' 'lang2' 'lang2' 'ne' 'other' 'other' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'ne' 'other' 'other']"
4478,"['La' 'epicidad' 'de' 'la' 'miniatura' 'de' 'hoy' '..' '.'
 'http://t.co/eABddn6RMV']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other'
 'other']"
4479,"['AY' 'QUE' 'YA' 'ESTÁ' 'EDITADO' 'EL' 'VÍDEO' 'DE' 'HOY' 'Y' 'CASI'
 'LLORO' 'DE' 'LA' 'EMOCIÓN' '!' 'Es' 'acojonante' 'lo' 'que' 'estamos'
 'viviendo' 'aquí' ',' 'de' 'verdad' '.' 'Piel' 'de' 'gallina' '.']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'other']"
4480,"['Me' 'he' 'despertado' 'ahora' 'para' 'editar' 'el' 'vlog' 'y' 'creo'
 'que' 'voy' 'a' 'morir' ',' 'pero' 'VALDRÁ' 'LA' 'PENA' '.' '💪😑']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'other']"
4481,"['¡' 'El' 'vlog' 'de' 'hoy' '!' 'NO' 'PUEDO' 'CON' 'ESTA' 'MUJER'
 'http://t.co/Bc67f8XIxj']","['other' 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other']"
4482,"['He' 'terminado' 'de' 'editar' 'el' 'vlog' 'de' 'hoy' 'y' 'hay' 'tantos'
 'momentazos' 'que' 'en' 'cuanto' 'lo' 'suba' 'va' 'a' 'explotar' 'mi'
 'canal' '.' 'GANAS' 'DE' 'QUE' 'LO' 'VEÁIS' '.' ':D']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'other']"
4483,['OS' 'VEO' 'http://t.co/x0lINS70FN'],['lang2' 'lang2' 'other']
4484,"['HOY' 'EMPIEZA' 'EL' 'SHOW' 'Y' 'EL' 'ESTRÉS' 'ES' 'REAL' '!!' '!'
 'GANAZAS' 'Y' 'MUCHOS' 'NERVIOS' 'AAAAAAAAAHHHH' '!!']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
4485,"['Hoy' 'no' 'hay' 'vlog' '..' '.' 'Lo' 'he' 'intentado' 'pero' 'no' 'me'
 'da' 'tiempo' '.' 'Mañana' 'lo' 'tenéis' 'y' 'os' 'prometo' 'que' 'os'
 'va' 'a' 'gustar' '.' 'Hay' 'momentazos' '.' '😃']","['lang2' 'lang2' 'lang2' 'lang1' 'other' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'other' 'other']"
4486,"['¡' 'Nos' 'estamos' 'preparando' 'para' 'el' 'Livestream' 'del'
 '@ClubMediaFest' '!' 'Podéis' 'hacer' 'preguntas' 'usando'
 '#ReinasEnElCMFCl' '😊' 'http://t.co/HBqnqhd4sL']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'other'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']"
4487,['CHILE' 'ME' 'ENAMORAS' '😍' 'http://t.co/PguGiGxBJj'],['ne' 'lang2' 'lang2' 'other' 'other']
4488,"['Aquí' 'andamos' '@ElvisaYM' 'y' 'yo' 'preparando' 'el' 'show' 'de'
 'mañana' '.' '😃' 'http://t.co/fFXRPpdzp0']","['lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2'
 'lang2' 'other' 'other' 'other']"
4489,"['En' 'el' 'vlog' 'de' 'hoy' ':' 'EL' 'MEJOR' 'MODO' 'DE' 'ESPERAR' 'EN'
 'EL' 'AEROPUERTO' 'http://t.co/brzqiLiCcr']","['lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
4490,"['¡' 'Aquí' 'va' 'el' 'segundo' 'vlog' 'de' 'hoy' '!' 'LLEGADA' 'A'
 'CHILE' 'http://t.co/UIdTWP47IQ']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'ne' 'other']"
4491,"['@Chdiaz1Guerrero' 'es' 'que' 'no' 'es' 'que' 'no' 'queramos' 'es' 'que'
 'por' 'seguridad' 'no' 'nos' 'dejan' '😔']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
4492,"['Pero' ',' 'en' 'realidad' ',' 'valió' 'la' 'pena' 'mirar' 'a' 'la'
 'nada' 'durante' '12' 'horas' 'por' 'estar' 'en' 'Chile' 'ahora' 'mismo'
 'y' 'pronto' 'en' 'Argentina' '.' '😍']","['lang2' 'other' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'other' 'other']"
4493,"['Oye' ',' '@Iberia' ',' 'una' 'cosilla' '..' '.' 'En' 'un' 'vuelo'
 'transoceánico' ',' 'estaría' 'bien' 'tener' 'pantallas' 'para' 'no'
 'mirar' 'a' 'la' 'nada' 'durante' '12' 'horas' '.' 'Piénsalo' '.']","['lang2' 'other' 'other' 'other' 'lang2' 'lang2' 'other' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'other'
 'lang2' 'other']"
4494,"['FELIZ' 'DE' 'ESTAR' 'EN' 'CHILE' '!' 'A' 'ver' 'si' 'tenemos' 'suerte'
 'y' 'podemos' 'visitar' 'algo' 'de' 'este' 'bonito' 'país' '😁']","['lang2' 'lang2' 'lang2' 'lang2' 'ne' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other']"
4495,['@Ashe_GD' 'no' 'nos' 'dejaban' 'parar' 'los' 'de' 'seguridad' '!'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
4496,"['Habréis' 'visto' 'que' 'hoy' 'no' 'hay' 'vlog' '..' '.' 'Ya' 'estamos'
 'en' 'Chile' 'y' 'no' 'tengo' 'tiempo' 'de' 'editar' '.' 'MAÑANA' 'DOS'
 '.' 'DOOOOOOS' '.' 'DOS' '.']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'other'
 'lang2' 'lang2' 'lang2' 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'other' 'lang2' 'other' 'lang2' 'other']"
4497,"['El' 'vlog' 'de' 'hoy' ':' 'LISTOS' 'PARA' 'ARGENTINA'
 'http://t.co/trM0FMG8Xg']",['lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'ne' 'other']
4498,"['HOLA' 'PUES' 'NADA' 'QUE' 'HOY' 'VOLAMOS' 'HACIA' 'CHILE' 'Y' 'LUEGO'
 'ARGENTINA' 'Y' 'JAJAJAJA' 'NADA' 'ESTOY' 'TRANQUILA' 'NO' 'PASA' 'NADA'
 'JAJAJAJA' 'SUPER' 'BIEN']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'lang2'
 'lang2' 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2']"
4499,"['Un' 'monumento' 'a' 'esa' 'gente' 'que' 'consigue' 'despertarse' 'a'
 'la' 'primera' ',' 'sin' 'repetir' 'la' 'alarma' '39' 'veces' '.']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'other']"
4500,"['El' 'vlog' 'de' 'hoy' ':' 'NO' 'SOY' 'TAN' 'BUENA' 'PERSONA'
 'http://t.co/qU74op6oIu']","['lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other']"
4501,"['En' 'el' 'vlog' 'de' 'hoy' '..' '.' 'QUÉ' 'ME' 'ESPERO' 'DE' 'CHILE'
 'http://t.co/AICC0Bic8o']","['lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'ne' 'other']"
4502,['He' 'cenado' 'una' 'lata' 'de' 'atún' '.' 'Nivelazo' '.'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'other']
4503,"['@LuzuVlogs' '¿' 'Infarto' 'instantáneo' '?' 'I' ""'m"" 'in' '.']",['other' 'other' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'other']
4504,"['Llevo' 'todo' 'el' 'día' 'sin' 'hacer' 'nada' 'y' 'creo' 'que' 'ya' 'se'
 'me' 'puede' 'considerar' 'un' 'trapo' 'en' 'lugar' 'de' 'una' 'persona'
 '.']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
4505,['@Samuel22_11' 'yellowmelllwmeh' '😃'],['other' 'lang1' 'other']
4506,"['@_twerkingpayne' 'no' 'es' 'un' 'error' ',' 'es' 'catalán' '😂']",['other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'other']
4507,['@juanjoas1' 'indirectamente' 'sí' 'y' 'mucho'],['other' 'lang2' 'lang2' 'lang2' 'lang2']
4508,['Estic' 'nerviosa' '.'],['lang2' 'lang2' 'other']
4509,"['@Mr_Marzo' 'PUES' 'A' 'MÍ' 'NO' '.' 'Y' 'a' 'mucha' 'gente' 'tampoco'
 '.' 'Esto' 'es' 'historia' '.' 'Te' 'reviento' '!!' '!']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'other' 'other']"
4510,"['Hoy' 'me' 'despierto' 'pensando' 'en' 'mi' 'tierra' 'con' 'mucha'
 'intriga' 'e' 'ilusión' '.']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other']"
4511,"['¡' 'Buenos' 'días' ',' 'Catalunya' '!']",['other' 'lang2' 'lang2' 'other' 'ne' 'other']
4512,['Nuestro' 'affair' 'tenía' 'que' 'ser' 'secreto' '..' '.' '@Mr_Marzo'],['lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other']
4513,"['El' 'vlog' 'de' 'hoy' ':' 'ME' 'RÍO' 'MUCHO' 'CON' 'ELLA'
 'http://t.co/823yjeHug9']","['lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other']"
4514,['@MisterJagger_' 'grasias' '😍😍😍'],['other' 'lang2' 'other']
4515,['@MisterJagger_' 'no' '!' 'ilumíname' 'porfi'],['other' 'lang2' 'other' 'lang2' 'lang2']
4516,"['Perdidamente' 'enamorada' 'de' 'la' 'mente' 'de' 'Louis' 'CK' '.'
 'http://t.co/ErYzMuLKV1']",['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'ne' 'other' 'other']
4517,"['@EzeeAngelani' 'youtube' 'está' 'tardando' 'en' 'procesar' 'los'
 'vídeos']",['other' 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
4518,"['Oye' '@rushsmith' 'voy' 'a' 'bajar' 'a' 'tu' 'casa' 'a' 'robarte' 'una'
 'peli' '.' 'Ya' 'no' 'puedes' 'decir' 'que' 'no' 'te' 'he' 'avisado' '.']","['lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
